source,game_id,is_goal,home_team,away_team,home_team_skaters,away_team_skaters,player_name,position,player_team,goalie_name,goalie_team,game_time,x_ft,y_ft,dist_ft,angle_deg,shot_type,period
PWPHA,1,0,Harvey's,Adidas,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,30.266666,75.14228057861328,15.844118118286133,21.0,48.8,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Sarah Potomak,F,Adidas,Maddie Rooney,Harvey's,57.9,81.27243041992188,-0.2529411315917969,7.7,1.9,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Kendall Coyne Schofield,F,Adidas,Maddie Rooney,Harvey's,134.86667,85.29595947265625,-36.46470642089844,36.7,84.2,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Laura Fortino,D,Harvey's,Ann-Renée Desbiens,Adidas,298.13333,67.59815979003906,0.2529411315917969,21.4,0.7,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Lee Stecklein,D,Harvey's,Ann-Renée Desbiens,Adidas,301.5,43.45872497558594,-32.444129943847656,55.9,35.5,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,405.43332,73.63519287109375,-18.86471939086914,24.3,50.8,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Jessie Eldridge,F,Harvey's,Ann-Renée Desbiens,Adidas,466.03333,74.13813781738281,-16.350013732910156,22.1,47.7,backhand,1
PWPHA,1,0,Harvey's,Adidas,5,5,Laura Stacey,F,Adidas,Maddie Rooney,Harvey's,491.36667,86.80303955078125,2.267662048339844,3.2,45.9,wraparound,1
PWPHA,1,0,Harvey's,Adidas,5,5,Jincy Dunne,D,Adidas,Maddie Rooney,Harvey's,520.6,49.58538818359375,-22.879398345947266,45.6,30.1,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Megan Eady,D,Adidas,Maddie Rooney,Harvey's,531.43335,53.608917236328125,1.7647209167480469,35.4,2.9,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Rhianna Kurio,F,Harvey's,Ann-Renée Desbiens,Adidas,606.13336,57.017189025878906,-13.32904052734375,34.6,22.6,deflected,1
PWPHA,1,1,Harvey's,Adidas,5,5,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,611.1667,84.17726135253906,1.0054435729980469,4.9,11.8,backhand,1
PWPHA,1,0,Harvey's,Adidas,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,628.4,78.78317260742188,-17.85474395751953,20.6,60.2,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Kendall Coyne Schofield,F,Adidas,Maddie Rooney,Harvey's,641.0,88.33949279785156,-28.919958114624023,28.9,88.7,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Sarah Potomak,F,Adidas,Maddie Rooney,Harvey's,684.7,79.2861328125,17.85572052001953,20.3,61.5,backhand,1
PWPHA,1,0,Harvey's,Adidas,5,5,Kayla Vespa,F,Adidas,Maddie Rooney,Harvey's,788.3,71.74166870117188,-8.549907684326172,19.3,26.4,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Kendall Coyne Schofield,F,Adidas,Maddie Rooney,Harvey's,794.23334,73.25056457519531,-32.18922805786133,35.8,63.9,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Kristin ONeill,F,Adidas,Maddie Rooney,Harvey's,876.0,86.32763671875,-7.041011810302734,7.5,69.2,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Karell Emard,F,Harvey's,Ann-Renée Desbiens,Adidas,930.1,34.90558624267578,32.44117736816406,63.1,31.0,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,979.76666,86.80618286132812,10.878822326660156,11.1,78.6,wraparound,1
PWPHA,1,0,Harvey's,Adidas,5,5,Lee Stecklein,D,Harvey's,Ann-Renée Desbiens,Adidas,1004.63336,86.70852661132812,5.7852935791015625,6.2,68.4,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,1013.73334,82.68499755859375,-19.36176300048828,20.4,71.9,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,1064.1333,75.13616943359375,21.3764705657959,25.5,57.0,backhand,1
PWPHA,1,0,Harvey's,Adidas,5,5,Jessie Eldridge,F,Harvey's,Ann-Renée Desbiens,Adidas,1070.8667,68.09498596191406,13.329412460327148,24.8,32.5,deflected,1
PWPHA,1,0,Harvey's,Adidas,5,5,Marie-Philip Poulin,F,Harvey's,Ann-Renée Desbiens,Adidas,1077.8667,78.65675354003906,29.42353057861328,31.2,70.6,wristshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Jincy Dunne,D,Adidas,Maddie Rooney,Harvey's,1086.7667,63.67559814453125,21.87647247314453,33.5,40.8,snapshot,1
PWPHA,1,0,Harvey's,Adidas,5,5,Sophia Shaver,F,Harvey's,Ann-Renée Desbiens,Adidas,1316.9,81.27243041992188,14.38823699951172,16.3,61.8,wristshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Clair DeGeorge,F,Harvey's,Ann-Renée Desbiens,Adidas,1319.4667,72.219482421875,0.3058815002441406,16.8,1.0,wristshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Marie-Philip Poulin,F,Harvey's,Ann-Renée Desbiens,Adidas,1404.2667,64.17242431640625,-20.8735294342041,32.4,40.1,snapshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,1470.8334,88.3135986328125,-5.282352447509766,5.3,82.6,wraparound,2
PWPHA,1,0,Harvey's,Adidas,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,1471.3,83.28419494628906,-1.7617645263671875,6.0,17.1,backhand,2
PWPHA,1,0,Harvey's,Adidas,5,5,Kelly Gribbons,F,Adidas,Maddie Rooney,Harvey's,1566.2667,69.60992431640625,13.832353591918944,23.8,35.5,wristshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Laura Fortino,D,Harvey's,Ann-Renée Desbiens,Adidas,1758.7667,60.65184020996094,0.25,28.3,0.5,wristshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Jessie Eldridge,F,Harvey's,Ann-Renée Desbiens,Adidas,1778.7333,65.12940979003906,25.031280517578125,34.6,46.4,wristshot,2
PWPHA,1,1,Harvey's,Adidas,5,5,Marie-Philip Poulin,F,Harvey's,Ann-Renée Desbiens,Adidas,1794.6333,77.2489013671875,-3.773529052734375,12.3,17.8,wristshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Jocelyne Larocque,D,Adidas,Maddie Rooney,Harvey's,1876.5333,49.98910903930664,-0.7529411315917969,39.0,1.1,snapshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Samantha Donovan,F,Adidas,Maddie Rooney,Harvey's,1877.9667,81.17146301269531,1.2588233947753906,7.9,9.1,snapshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Laura Dostaler,F,Adidas,Maddie Rooney,Harvey's,1879.4,81.17146301269531,6.791175842285156,10.4,40.9,snapshot,2
PWPHA,1,1,Harvey's,Adidas,5,5,Kelly Gribbons,F,Adidas,Maddie Rooney,Harvey's,1880.5333,81.17146301269531,0.2529411315917969,7.8,1.9,backhand,2
PWPHA,1,1,Harvey's,Adidas,5,5,Sarah Potomak,F,Adidas,Maddie Rooney,Harvey's,1970.5667,86.20087432861328,5.7852935791015625,6.4,64.2,backhand,2
PWPHA,1,0,Harvey's,Adidas,5,5,Savannah Harmon,D,Harvey's,Ann-Renée Desbiens,Adidas,2165.9,58.64007568359375,-16.850000381469727,34.7,29.0,wristshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Jill Saulnier,F,Adidas,Maddie Rooney,Harvey's,2318.1333,71.1187515258789,0.2529411315917969,17.9,0.8,snapshot,2
PWPHA,1,0,Harvey's,Adidas,5,5,Alexandra Poznikoff,F,Harvey's,Ann-Renée Desbiens,Adidas,2372.1667,77.2489013671875,-10.814704895019531,16.0,42.6,backhand,2
PWPHA,1,0,Harvey's,Adidas,4,4,Meaghan Mikkelson,D,Adidas,Maddie Rooney,Harvey's,2423.3333,59.14125061035156,28.92462158203125,41.6,44.1,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Kaitlin Willoughby,F,Adidas,Maddie Rooney,Harvey's,2528.8667,74.2294921875,-14.831256866455078,20.9,45.1,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Rosalie Demers,F,Harvey's,Ann-Renée Desbiens,Adidas,2589.2,75.64698028564453,-8.304035186767578,15.7,31.9,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Lee Stecklein,D,Harvey's,Ann-Renée Desbiens,Adidas,2596.3,52.51168441772461,-29.930503845214844,47.2,39.4,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Rhianna Kurio,F,Harvey's,Ann-Renée Desbiens,Adidas,2597.8,81.17932891845703,-6.7952117919921875,10.4,41.0,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Lee Stecklein,D,Harvey's,Ann-Renée Desbiens,Adidas,2600.1333,56.535213470458984,-18.36286163330078,37.3,29.5,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Emily Clark,F,Harvey's,Ann-Renée Desbiens,Adidas,2630.2334,72.12638854980469,17.345962524414062,24.2,45.8,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Laura Fortino,D,Harvey's,Ann-Renée Desbiens,Adidas,2631.7666,71.1205062866211,-3.27462387084961,18.2,10.4,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Marie-Philip Poulin,F,Harvey's,Ann-Renée Desbiens,Adidas,2634.0,82.18521118164062,-6.292270660400391,9.3,42.7,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Laura Stacey,F,Adidas,Maddie Rooney,Harvey's,2661.7666,81.27067565917969,2.7716827392578125,8.2,19.7,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Samantha Donovan,F,Adidas,Maddie Rooney,Harvey's,2741.3667,59.14912414550781,3.2676467895507812,30.0,6.2,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Lee Stecklein,D,Harvey's,Ann-Renée Desbiens,Adidas,2753.5667,56.0244026184082,-33.444114685058594,47.0,45.4,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Lee Stecklein,D,Harvey's,Ann-Renée Desbiens,Adidas,2761.7,31.883224487304688,-35.45587921142578,67.2,31.8,wristshot,3
PWPHA,1,1,Harvey's,Adidas,5,5,Kendall Coyne Schofield,F,Adidas,Maddie Rooney,Harvey's,2874.7666,79.26676940917969,-3.270587921142578,10.3,18.6,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,2934.6,82.1773452758789,-7.794116973876953,10.4,48.8,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Savannah Harmon,D,Harvey's,Ann-Renée Desbiens,Adidas,2956.9333,67.089111328125,12.82646942138672,25.4,30.3,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Alexa Gruschow,F,Harvey's,Ann-Renée Desbiens,Adidas,3085.6667,74.13813781738281,10.305866241455078,18.1,34.7,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Renata Fast,D,Adidas,Maddie Rooney,Harvey's,3192.7666,44.55598449707031,32.444129943847656,55.0,36.1,wristshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Clair DeGeorge,F,Harvey's,Ann-Renée Desbiens,Adidas,3477.3,79.66263580322266,16.850000381469727,19.3,61.0,snapshot,3
PWPHA,1,0,Harvey's,Adidas,5,5,Sophia Shaver,F,Harvey's,Ann-Renée Desbiens,Adidas,3541.4333,79.66263580322266,34.95588302612305,36.2,75.0,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Hayley Lunny,F,Scotiabank,Emerance Maschmeyer,Sonnet,139.4,63.56851959228515,30.429412841796875,39.7,50.1,wristshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,323.06668,38.025604248046875,23.385292053222656,56.1,24.6,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Mélodie Daoust,F,Scotiabank,Emerance Maschmeyer,Sonnet,424.36667,84.69204711914062,-29.92353057861328,30.2,81.8,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Madison Field,F,Scotiabank,Emerance Maschmeyer,Sonnet,425.56668,84.69204711914062,-2.7647056579589844,5.1,32.7,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Scotiabank,506.63333,75.74618530273438,6.2852935791015625,14.7,25.4,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Claire Thompson,D,Sonnet,Nicole Hensley,Scotiabank,509.03333,77.2550048828125,-15.341176986694336,19.3,52.6,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Katelyn Gosling,D,Scotiabank,Emerance Maschmeyer,Sonnet,556.2,35.40381622314453,-31.432350158691406,62.1,30.4,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Tatum Skaggs,F,Scotiabank,Emerance Maschmeyer,Sonnet,701.0333,66.59403991699219,21.76066780090332,31.2,44.2,slapshot,1
PWPHA,2,1,Sonnet,Scotiabank,5,5,Megan Keller,D,Scotiabank,Emerance Maschmeyer,Sonnet,715.8,72.12638854980469,-14.954036712646484,22.5,41.5,wristshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Leah Bohlken,D,Sonnet,Nicole Hensley,Scotiabank,734.4667,81.77360534667969,-5.2753753662109375,8.9,36.1,wristshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Micah Zandee-Hart,D,Sonnet,Nicole Hensley,Scotiabank,750.4,47.07066345214844,27.918739318847656,50.4,33.7,wristshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Rebecca Leslie,F,Sonnet,Nicole Hensley,Scotiabank,766.6667,70.20596313476562,22.386390686035156,29.2,50.0,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Malia Schneider,F,Sonnet,Nicole Hensley,Scotiabank,839.63336,75.23538208007812,29.427566528320312,32.5,64.9,wristshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Hilary Knight,F,Sonnet,Nicole Hensley,Scotiabank,938.93335,64.67362976074219,15.344131469726562,28.8,32.2,wristshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Victoria Bach,F,Scotiabank,Emerance Maschmeyer,Sonnet,984.06665,75.64173126220703,1.2588233947753906,13.4,5.4,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Rebecca Johnston,F,Scotiabank,Emerance Maschmeyer,Sonnet,1143.6,68.60578155517578,15.838220596313477,25.8,37.8,snapshot,1
PWPHA,2,0,Sonnet,Scotiabank,5,5,Emma Buckles,D,Sonnet,Nicole Hensley,Scotiabank,1265.9,30.38227081298828,-36.46874237060547,69.0,31.9,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,1360.6666,87.71756744384766,5.2753753662109375,5.4,76.3,wraparound,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Scotiabank,1579.2667,83.69402313232422,-2.7706031799316406,6.0,27.6,backhand,2
PWPHA,2,1,Sonnet,Scotiabank,5,5,Alexa Vasko,F,Sonnet,Nicole Hensley,Scotiabank,1604.7,84.69990539550781,0.2470436096191406,4.3,3.3,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Malia Schneider,F,Sonnet,Nicole Hensley,Scotiabank,1648.3334,86.20872497558594,-30.43236541748047,30.6,84.8,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Emily Brown,D,Sonnet,Nicole Hensley,Scotiabank,1699.7,41.44696044921875,26.39998435974121,54.4,29.0,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Micah Zandee-Hart,D,Sonnet,Nicole Hensley,Scotiabank,1778.5667,82.18519592285156,32.435279846191406,33.1,78.1,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Malia Schneider,F,Sonnet,Nicole Hensley,Scotiabank,1915.5333,55.02463150024414,16.850000381469727,37.9,26.4,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,1916.7,83.6922836303711,0.7000007629394531,5.4,7.5,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Victoria Bach,F,Scotiabank,Emerance Maschmeyer,Sonnet,1980.2,78.25477600097656,17.85293960571289,20.8,59.0,backhand,2
PWPHA,2,0,Sonnet,Scotiabank,4,4,Katelyn Gosling,D,Scotiabank,Emerance Maschmeyer,Sonnet,2011.3334,67.69300842285156,-20.370588302612305,29.5,43.7,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,4,4,Kelly Pannek,F,Scotiabank,Emerance Maschmeyer,Sonnet,2029.1,59.64595031738281,31.432350158691406,43.0,47.0,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Hilary Knight,F,Sonnet,Nicole Hensley,Scotiabank,2127.3,50.49205017089844,-24.894119262695312,45.9,32.9,wristshot,2
PWPHA,2,1,Sonnet,Scotiabank,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Scotiabank,2157.6333,81.67440032958984,-5.279411315917969,9.0,35.8,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Tatum Skaggs,F,Scotiabank,Emerance Maschmeyer,Sonnet,2186.5667,74.74031066894531,14.83529281616211,20.6,46.1,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Scotiabank,2196.8333,74.13028717041016,14.83823585510254,21.0,44.9,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Scotiabank,2204.3667,79.15969848632812,-7.794116973876953,12.6,38.4,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Malia Schneider,F,Sonnet,Nicole Hensley,Scotiabank,2224.9,74.13028717041016,2.7676467895507812,15.1,10.5,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Micah Zandee-Hart,D,Sonnet,Nicole Hensley,Scotiabank,2331.9666,38.92440414428711,19.36470603942871,53.7,21.1,snapshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Alex Carpenter,F,Scotiabank,Emerance Maschmeyer,Sonnet,2353.1333,84.79913330078125,13.32646942138672,14.0,72.5,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Claire Thompson,D,Sonnet,Nicole Hensley,Scotiabank,2389.5667,33.894989013671875,-39.47940826416016,67.8,35.6,wristshot,2
PWPHA,2,0,Sonnet,Scotiabank,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Scotiabank,2487.1,77.75007629394531,31.83050537109375,33.8,70.5,snapshot,3
PWPHA,2,1,Sonnet,Scotiabank,5,5,Rebecca Johnston,F,Scotiabank,Emerance Maschmeyer,Sonnet,2529.3,74.64109802246094,-2.2687416076660156,14.5,9.0,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,2553.1333,87.80889892578125,1.7658004760742188,2.1,56.0,wraparound,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Rebecca Leslie,F,Sonnet,Nicole Hensley,Scotiabank,2595.1667,70.20596313476562,-12.428314208984377,22.5,33.5,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Rebecca Leslie,F,Sonnet,Nicole Hensley,Scotiabank,2638.6667,76.74420166015625,5.174625396728516,13.3,22.9,wristshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Erin Ambrose,D,Sonnet,Nicole Hensley,Scotiabank,2765.9666,82.78736877441406,0.25,6.2,2.3,deflected,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Mélodie Daoust,F,Scotiabank,Emerance Maschmeyer,Sonnet,2791.0334,76.64498901367188,-9.302940368652344,15.5,37.0,deflected,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,2914.7334,70.71676635742188,-37.47058868408203,41.7,64.0,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,3071.0334,69.70477294921875,-21.3764705657959,28.8,47.9,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Micah Zandee-Hart,D,Sonnet,Nicole Hensley,Scotiabank,3074.7334,40.53419494628906,-12.82646942138672,50.1,14.8,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Malia Schneider,F,Sonnet,Nicole Hensley,Scotiabank,3082.4333,82.27830505371094,-4.276470184326172,8.0,32.5,wristshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Samantha Cogan,F,Sonnet,Nicole Hensley,Scotiabank,3247.3,80.26654052734375,-5.7852935791015625,10.5,33.5,backhand,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Alexa Vasko,F,Sonnet,Nicole Hensley,Scotiabank,3265.9666,85.29595947265625,4.273529052734375,5.7,49.1,wraparound,3
PWPHA,2,0,Sonnet,Scotiabank,4,4,Rebecca Johnston,F,Scotiabank,Emerance Maschmeyer,Sonnet,3355.1667,79.67049407958984,-2.7706031799316406,9.7,16.5,backhand,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Katelyn Gosling,D,Scotiabank,Emerance Maschmeyer,Sonnet,3429.9333,73.63519287109375,-12.829425811767578,20.0,39.9,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Alex Carpenter,F,Scotiabank,Emerance Maschmeyer,Sonnet,3472.3333,84.19696044921875,-4.782367706298828,6.8,44.9,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Mélodie Daoust,F,Scotiabank,Emerance Maschmeyer,Sonnet,3473.1333,84.69990539550781,-7.2970733642578125,8.5,59.5,snapshot,3
PWPHA,2,0,Sonnet,Scotiabank,5,5,Rebecca Leslie,F,Sonnet,Nicole Hensley,Scotiabank,3521.4666,71.71479797363281,14.338249206542969,22.5,39.7,wristshot,3
PWPHA,2,1,Sonnet,Scotiabank,5,5,Erin Ambrose,D,Sonnet,Nicole Hensley,Scotiabank,3572.7,61.153045654296875,6.291191101074219,28.5,12.7,wristshot,3
PWPHA,2,1,Sonnet,Scotiabank,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Scotiabank,3585.4333,75.23539733886719,-3.7676315307617183,14.3,15.3,wristshot,3
PWPHA,3,0,Scotiabank,Adidas,5,5,Sarah Nurse,F,Adidas,Aerin Frankel,Scotiabank,9.6,83.68616485595703,-33.947059631347656,34.4,81.1,backhand,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Blayre Turnbull,F,Scotiabank,Kristen Campbell,Adidas,32.633335,66.1903076171875,-9.30588150024414,24.6,22.2,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Victoria Bach,F,Scotiabank,Kristen Campbell,Adidas,150.8,39.03147888183594,12.320587158203123,51.5,13.9,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Kristin ONeill,F,Adidas,Aerin Frankel,Scotiabank,293.33334,65.58028411865234,-19.864707946777344,30.7,40.3,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Kristin ONeill,F,Adidas,Aerin Frankel,Scotiabank,295.43332,77.14793395996094,14.83823585510254,19.0,51.4,backhand,1
PWPHA,3,1,Scotiabank,Adidas,5,5,Ella Shelton,D,Scotiabank,Kristen Campbell,Adidas,333.06668,65.68736267089844,-14.335294723510742,27.4,31.6,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Sarah Nurse,F,Adidas,Aerin Frankel,Scotiabank,387.6,64.07146453857422,-12.823528289794922,28.0,27.2,snapshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Sarah Potomak,F,Adidas,Aerin Frankel,Scotiabank,396.4,67.089111328125,-10.811763763427734,24.4,26.3,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Sarah Potomak,F,Adidas,Aerin Frankel,Scotiabank,624.8,68.09498596191406,-11.817646026611328,24.0,29.5,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Kristin ONeill,F,Adidas,Aerin Frankel,Scotiabank,796.5,64.57440185546875,-13.829410552978516,28.1,29.5,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Kristin ONeill,F,Adidas,Aerin Frankel,Scotiabank,801.9667,73.6273422241211,15.844118118286133,22.1,45.9,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Shannon Stewart,F,Scotiabank,Kristen Campbell,Adidas,817.4667,64.17854309082031,-11.820587158203123,27.5,25.5,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Megan Keller,D,Scotiabank,Kristen Campbell,Adidas,865.06665,32.49324035644531,-14.83823585510254,58.4,14.7,slapshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Sarah Nurse,F,Adidas,Aerin Frankel,Scotiabank,893.2,70.60969543457031,-18.355880737304688,26.0,44.9,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Mélodie Daoust,F,Scotiabank,Kristen Campbell,Adidas,1027.8334,80.77560424804688,9.302940368652344,12.4,48.5,snapshot,1
PWPHA,3,0,Scotiabank,Adidas,5,5,Ella Shelton,D,Scotiabank,Kristen Campbell,Adidas,1096.5667,36.51676940917969,7.291175842285156,53.0,7.9,slapshot,1
PWPHA,3,1,Scotiabank,Adidas,5,5,Ella Shelton,D,Scotiabank,Kristen Campbell,Adidas,1114.1333,32.996185302734375,-29.92647171020508,63.5,28.1,wristshot,1
PWPHA,3,1,Scotiabank,Adidas,5,5,Rebecca Johnston,F,Scotiabank,Kristen Campbell,Adidas,1159.5333,66.1903076171875,13.32646942138672,26.4,30.3,wristshot,1
PWPHA,3,0,Scotiabank,Adidas,4,4,Kristin ONeill,F,Adidas,Aerin Frankel,Scotiabank,1224.5333,88.31971740722656,4.273529052734375,4.3,81.0,wraparound,2
PWPHA,3,0,Scotiabank,Adidas,4,4,Laura Stacey,F,Adidas,Aerin Frankel,Scotiabank,1389.0333,52.10795593261719,13.32646942138672,39.2,19.9,snapshot,2
PWPHA,3,0,Scotiabank,Adidas,4,4,Laura Stacey,F,Adidas,Aerin Frankel,Scotiabank,1421.8,74.23736572265625,-17.85588264465332,23.2,50.4,backhand,2
PWPHA,3,0,Scotiabank,Adidas,5,5,Ella Shelton,D,Scotiabank,Kristen Campbell,Adidas,1486.3334,75.13616943359375,-37.46764373779297,40.0,69.7,snapshot,2
PWPHA,3,0,Scotiabank,Adidas,4,4,Sarah Nurse,F,Adidas,Aerin Frankel,Scotiabank,1549.8667,60.15501403808594,-15.341176986694336,32.7,28.0,wristshot,2
PWPHA,3,0,Scotiabank,Adidas,4,4,Sarah Potomak,F,Adidas,Aerin Frankel,Scotiabank,1588.8334,82.284423828125,2.7647056579589844,7.3,22.4,wristshot,2
