source,game_id,is_goal,home_team,away_team,home_team_skaters,away_team_skaters,player_name,position,player_team,goalie_name,goalie_team,game_time,x_ft,y_ft,dist_ft,angle_deg,shot_type,period
PWPHA,19,0,Scotiabank,Adidas,5,5,Nicole Kosta,F,Scotiabank,Kristen Campbell,Adidas,2286.6667,87.20675659179688,8.802940368652344,9.0,78.5,backhand,2
PWPHA,19,0,Scotiabank,Adidas,5,5,Tatum Skaggs,F,Scotiabank,Kristen Campbell,Adidas,2383.1667,82.1773452758789,-2.2617645263671875,7.2,18.3,snapshot,2
PWPHA,19,0,Scotiabank,Adidas,5,5,Kelly Gribbons,F,Adidas,Shea Tiley,Scotiabank,2500.9,58.03616714477539,23.891176223754883,39.1,37.7,snapshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Kayla Vespa,F,Adidas,Shea Tiley,Scotiabank,2518.1333,68.59793090820312,2.7676467895507812,20.6,7.7,snapshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Madison Field,F,Scotiabank,Kristen Campbell,Adidas,2534.8,75.24324035644531,14.332351684570312,19.9,46.2,wristshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Alex Carpenter,F,Scotiabank,Kristen Campbell,Adidas,2652.5334,73.23147583007812,-11.317646026611328,19.4,35.7,snapshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Megan Keller,D,Scotiabank,Kristen Campbell,Adidas,2656.4666,38.528533935546875,-20.8735294342041,54.6,22.5,snapshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Jocelyne Larocque,D,Adidas,Shea Tiley,Scotiabank,2728.5,34.39863586425781,-12.824974060058594,56.1,13.2,wristshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Ella Shelton,D,Scotiabank,Kristen Campbell,Adidas,2846.3333,36.51676940917969,19.864707946777344,56.1,20.7,wristshot,3
PWPHA,19,1,Scotiabank,Adidas,5,5,Rebecca Johnston,F,Scotiabank,Kristen Campbell,Adidas,2867.4,56.13148498535156,21.87647247314453,39.5,33.6,slapshot,3
PWPHA,19,1,Scotiabank,Adidas,5,5,Kelly Pannek,F,Scotiabank,Kristen Campbell,Adidas,3000.7334,78.26089477539062,-2.2647056579589844,11.0,11.9,wristshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Blayre Turnbull,F,Scotiabank,Kristen Campbell,Adidas,3022.0667,82.78736877441406,0.7529411315917969,6.3,6.9,snapshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Sarah Nurse,F,Adidas,Shea Tiley,Scotiabank,3062.1333,81.17146301269531,0.2529411315917969,7.8,1.9,backhand,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Halli Krzyzaniak,D,Adidas,Shea Tiley,Scotiabank,3181.3,77.14793395996094,-38.976470947265625,40.7,73.1,backhand,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Sarah Nurse,F,Adidas,Shea Tiley,Scotiabank,3270.5334,65.58028411865234,12.323528289794922,26.5,27.8,wristshot,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Renata Fast,D,Adidas,Shea Tiley,Scotiabank,3282.9,66.08322143554688,4.779411315917969,23.4,11.8,backhand,3
PWPHA,19,0,Scotiabank,Adidas,5,5,Rebecca Johnston,F,Scotiabank,Kristen Campbell,Adidas,3320.8667,79.76971435546875,-20.8735294342041,22.8,66.1,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Jessie Eldridge,F,Harvey's,Geneviève Lacasse,Sonnet,13.6,86.20087432861328,21.879411697387695,22.1,82.7,snapshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Laura Fortino,D,Harvey's,Geneviève Lacasse,Sonnet,18.533333,34.90087127685547,31.938236236572266,62.8,30.6,slapshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Harvey's,76.833336,74.23736572265625,21.87647247314453,26.4,56.0,slapshot,1
PWPHA,20,1,Harvey's,Sonnet,5,5,Sophia Shaver,F,Harvey's,Geneviève Lacasse,Sonnet,87.166664,56.0244026184082,-20.870590209960938,39.0,32.3,wristshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Savannah Harmon,D,Harvey's,Geneviève Lacasse,Sonnet,205.9,70.10675811767578,11.820587158203123,22.3,32.0,wristshot,1
PWPHA,20,0,Harvey's,Sonnet,4,4,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,256.36667,70.21383666992188,12.320587158203123,22.5,33.3,snapshot,1
PWPHA,20,0,Harvey's,Sonnet,4,4,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,257.33334,88.31971740722656,7.291175842285156,7.3,84.7,backhand,1
PWPHA,20,0,Harvey's,Sonnet,4,4,Micah Zandee-Hart,D,Sonnet,Nicole Hensley,Harvey's,288.1,38.528533935546875,10.811763763427734,51.6,12.1,wristshot,1
PWPHA,20,0,Harvey's,Sonnet,4,4,Hilary Knight,F,Sonnet,Nicole Hensley,Harvey's,308.9,46.072662353515625,2.7647056579589844,43.0,3.7,wristshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Lee Stecklein,D,Harvey's,Geneviève Lacasse,Sonnet,545.63336,39.9302864074707,-20.870590209960938,53.3,23.0,wristshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Emily Clark,F,Harvey's,Geneviève Lacasse,Sonnet,612.76666,70.10675811767578,-2.2617645263671875,19.0,6.8,snapshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Jessie Eldridge,F,Harvey's,Geneviève Lacasse,Sonnet,631.63336,88.715576171875,-7.291175842285156,7.3,87.8,backhand,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Claire Thompson,D,Sonnet,Nicole Hensley,Harvey's,1074.2333,42.04913330078125,19.864707946777344,51.0,22.9,snapshot,1
PWPHA,20,0,Harvey's,Sonnet,5,5,Claire Thompson,D,Sonnet,Nicole Hensley,Harvey's,1223.7667,57.0302848815918,-19.36176300048828,37.4,31.2,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Hayley Scamurra,F,Harvey's,Geneviève Lacasse,Sonnet,1301.8,39.03147888183594,12.320587158203123,51.5,13.9,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,1351.2333,64.57440185546875,-2.7647056579589844,24.6,6.5,snapshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Abby Roque,F,Sonnet,Nicole Hensley,Harvey's,1362.4,68.59793090820312,13.329412460327148,24.4,33.2,snapshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Micah Zandee-Hart,D,Sonnet,Nicole Hensley,Harvey's,1381.2667,27.859695434570312,-29.42058563232422,67.9,25.7,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Hilary Knight,F,Sonnet,Nicole Hensley,Harvey's,1433.7333,39.427345275878906,-13.32646942138672,51.3,15.0,slapshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Hilary Knight,F,Sonnet,Nicole Hensley,Harvey's,1457.1666,62.059696197509766,-16.3441162109375,31.5,31.2,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Jessie Eldridge,F,Harvey's,Geneviève Lacasse,Sonnet,1511.8334,70.71676635742188,4.776470184326172,18.9,14.6,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Iya Gavrilova,F,Sonnet,Nicole Hensley,Harvey's,1619.4333,27.35675811767578,35.96176528930664,71.4,30.3,snapshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Jamie Lee Rattray,F,Harvey's,Geneviève Lacasse,Sonnet,1652.5333,86.81089782714844,-18.358823776245117,18.5,83.2,wristshot,2
PWPHA,20,1,Harvey's,Sonnet,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,1734.7333,78.65675354003906,3.270587921142578,10.8,17.5,backhand,2
PWPHA,20,1,Harvey's,Sonnet,5,5,Savannah Harmon,D,Harvey's,Geneviève Lacasse,Sonnet,1753.6333,78.26089477539062,-17.352941513061523,20.4,58.2,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Emily Clark,F,Harvey's,Geneviève Lacasse,Sonnet,1782.8334,79.26676940917969,3.770587921142578,10.4,21.2,backhand,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Emily Clark,F,Harvey's,Geneviève Lacasse,Sonnet,2030.5667,61.160888671875,8.29705810546875,29.0,16.6,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Harvey's,2061.9666,62.56736755371094,-11.314704895019531,28.8,23.2,slapshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Emily Brown,D,Sonnet,Nicole Hensley,Harvey's,2077.7666,41.4438362121582,22.88529396057129,52.8,25.7,snapshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Alexandra Poznikoff,F,Harvey's,Geneviève Lacasse,Sonnet,2091.2666,83.29029846191406,-2.7676467895507812,6.3,25.9,backhand,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Bailey Larson,F,Harvey's,Geneviève Lacasse,Sonnet,2173.2666,56.63441467285156,37.46764373779297,49.5,49.2,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Harvey's,2198.5667,77.65087127685547,-8.29705810546875,14.1,36.2,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Savannah Harmon,D,Harvey's,Geneviève Lacasse,Sonnet,2231.4333,73.23147583007812,-11.317646026611328,19.4,35.7,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Sophia Shaver,F,Harvey's,Geneviève Lacasse,Sonnet,2240.7,69.71089172363281,-11.317646026611328,22.4,30.4,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Rosalie Demers,F,Harvey's,Geneviève Lacasse,Sonnet,2246.8,82.78736877441406,6.2852935791015625,8.8,45.3,backhand,2
PWPHA,20,0,Harvey's,Sonnet,5,5,Jamie Lee Rattray,F,Harvey's,Geneviève Lacasse,Sonnet,2296.0667,86.30795288085938,5.782352447509766,6.4,65.0,wraparound,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Abby Roque,F,Sonnet,Nicole Hensley,Harvey's,2319.2666,68.59793090820312,-22.379409790039062,30.3,47.6,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Jessie Eldridge,F,Harvey's,Geneviève Lacasse,Sonnet,2386.0334,67.69912719726562,-5.282352447509766,21.9,13.9,wristshot,2
PWPHA,20,0,Harvey's,Sonnet,4,4,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,2408.6,80.77560424804688,-2.7676467895507812,8.7,18.6,snapshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Jessie Eldridge,F,Harvey's,Geneviève Lacasse,Sonnet,2593.1667,85.69792938232422,-16.847057342529297,17.2,78.9,snapshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Savannah Harmon,D,Harvey's,Geneviève Lacasse,Sonnet,2682.0334,34.39793395996094,-18.858821868896484,57.8,19.1,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,2771.4,69.20794677734375,26.40293884277344,33.0,53.1,wristshot,3
PWPHA,20,1,Harvey's,Sonnet,5,5,Lillian Ribeirinha-Braga,D,Sonnet,Nicole Hensley,Harvey's,2786.3,35.00794982910156,11.817646026611328,55.3,12.3,slapshot,3
PWPHA,20,0,Harvey's,Sonnet,4,4,Hilary Knight,F,Sonnet,Nicole Hensley,Harvey's,2964.2334,43.05500793457031,8.799999237060547,46.8,10.8,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,4,4,Hilary Knight,F,Sonnet,Nicole Hensley,Harvey's,2988.9333,86.81089782714844,-5.7852935791015625,6.2,69.3,snapshot,3
PWPHA,20,0,Harvey's,Sonnet,4,4,Rebecca Leslie,F,Sonnet,Nicole Hensley,Harvey's,3061.8667,72.72064208984375,-20.307737350463867,26.0,51.3,backhand,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,3085.8667,76.74417114257812,-0.1900901794433593,12.3,0.9,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Emma Buckles,D,Sonnet,Nicole Hensley,Harvey's,3095.4666,57.12947082519531,30.48931884765625,44.1,43.7,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Savannah Harmon,D,Harvey's,Geneviève Lacasse,Sonnet,3112.7334,32.38530731201172,7.287151336669922,57.1,7.3,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Jacquie Greco,D,Harvey's,Geneviève Lacasse,Sonnet,3167.8,65.57942962646484,31.428325653076172,39.2,53.3,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Hayley Scamurra,F,Harvey's,Geneviève Lacasse,Sonnet,3169.4333,83.68531036376953,6.784210205078125,8.6,51.9,backhand,3
PWPHA,20,1,Harvey's,Sonnet,5,5,Marie-Philip Poulin,F,Harvey's,Geneviève Lacasse,Sonnet,3346.8333,73.12440490722656,-18.355880737304688,24.3,49.1,snapshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Sophia Shaver,F,Harvey's,Geneviève Lacasse,Sonnet,3391.1333,60.04793167114258,1.7617645263671875,29.0,3.5,wristshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Harvey's,3428.6667,83.79324340820312,6.788234710693359,8.6,52.5,backhand,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Jessie Eldridge,F,Harvey's,Geneviève Lacasse,Sonnet,3469.2,57.533226013183594,24.39411735534668,39.8,37.8,slapshot,3
PWPHA,20,0,Harvey's,Sonnet,5,5,Savannah Harmon,D,Harvey's,Geneviève Lacasse,Sonnet,3482.7666,62.059696197509766,-29.42058563232422,39.9,47.5,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,42.266666,65.18441772460938,-6.288234710693359,24.6,14.8,backhand,1
PWPHA,21,0,Adidas,Harvey's,5,5,Kristen Richards,D,Harvey's,Ann-Renée Desbiens,Adidas,203.86667,66.6932373046875,13.829410552978516,26.2,31.8,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,228.73334,55.6285400390625,10.308822631835938,34.9,17.2,wristshot,1
PWPHA,21,0,Adidas,Harvey's,4,4,Savannah Harmon,D,Harvey's,Ann-Renée Desbiens,Adidas,296.73334,44.06089782714844,-16.850000381469727,48.0,20.6,wristshot,1
PWPHA,21,0,Adidas,Harvey's,4,4,Renata Fast,D,Adidas,Maddie Rooney,Harvey's,358.33334,74.64108276367188,1.2529296875,14.4,5.0,snapshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,459.73334,77.75009155273438,-2.76175308227539,11.6,13.8,snapshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Meaghan Mikkelson,D,Adidas,Maddie Rooney,Harvey's,558.3,31.388145446777344,20.86763572692871,61.3,19.9,snapshot,1
PWPHA,21,0,Adidas,Harvey's,4,4,Savannah Harmon,D,Harvey's,Ann-Renée Desbiens,Adidas,617.1,37.51478576660156,-21.872434616088867,55.9,23.0,wristshot,1
PWPHA,21,0,Adidas,Harvey's,4,4,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,714.36664,79.2589111328125,23.89521026611328,25.8,67.8,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Jessica DiGirolamo,D,Adidas,Maddie Rooney,Harvey's,744.0,40.44109344482422,30.92537498474121,57.6,32.5,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Renata Fast,D,Adidas,Maddie Rooney,Harvey's,807.1667,39.435211181640625,25.393022537231445,55.7,27.1,wristshot,1
PWPHA,21,1,Adidas,Harvey's,5,5,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,856.0333,60.14715576171875,20.37354278564453,35.3,35.2,snapshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Potomak,F,Adidas,Maddie Rooney,Harvey's,894.1,68.60579681396484,-11.321685791015623,23.3,29.0,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Rosalie Demers,F,Harvey's,Ann-Renée Desbiens,Adidas,920.6667,77.27598571777344,-14.31904411315918,18.5,50.7,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Samantha Donovan,F,Adidas,Maddie Rooney,Harvey's,1005.8333,74.61888885498047,19.359834671020508,24.1,53.4,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Kristin ONeill,F,Adidas,Maddie Rooney,Harvey's,1032.2667,42.42955780029297,-17.356121063232422,49.7,20.4,wristshot,1
PWPHA,21,1,Adidas,Harvey's,5,5,Alexandra Poznikoff,F,Harvey's,Ann-Renée Desbiens,Adidas,1049.4,80.79522705078125,1.7644157409667969,8.4,12.1,snapshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Jessie Eldridge,F,Harvey's,Ann-Renée Desbiens,Adidas,1087.9667,51.120697021484375,-3.712249755859375,38.1,5.6,wristshot,1
PWPHA,21,0,Adidas,Harvey's,5,5,Jessica DiGirolamo,D,Adidas,Maddie Rooney,Harvey's,1197.2333,77.13368225097656,25.395334243774418,28.0,65.0,backhand,1
PWPHA,21,0,Adidas,Harvey's,5,5,Savannah Harmon,D,Harvey's,Ann-Renée Desbiens,Adidas,1265.9333,38.97939682006836,-21.901626586914062,54.6,23.6,wristshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,1303.7333,64.62939453125,13.80719757080078,28.0,29.5,backhand,2
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,1407.8334,71.66766357421875,-12.29837417602539,21.3,35.4,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Kristin ONeill,F,Adidas,Maddie Rooney,Harvey's,1478.8,87.76177978515625,6.813392639160156,6.9,79.7,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Kristin ONeill,F,Adidas,Maddie Rooney,Harvey's,1493.2333,77.70295715332031,8.322216033935547,14.0,36.4,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Jill Saulnier,F,Adidas,Maddie Rooney,Harvey's,1622.9333,50.091461181640625,-24.29353904724121,45.9,32.0,slapshot,2
PWPHA,21,1,Adidas,Harvey's,5,5,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,1657.7333,85.7026596069336,6.6905975341796875,7.5,63.8,snapshot,2
PWPHA,21,1,Adidas,Harvey's,5,5,Amanda Kessel,F,Adidas,Maddie Rooney,Harvey's,1691.4667,86.80302429199219,2.267658233642578,3.2,45.9,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Kelly Gribbons,F,Adidas,Maddie Rooney,Harvey's,1776.0667,78.25616455078125,-0.7558822631835938,10.8,4.0,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Kaitlin Willoughby,F,Adidas,Maddie Rooney,Harvey's,1777.0667,85.29733276367188,-5.282352447509766,6.5,55.0,backhand,2
PWPHA,21,0,Adidas,Harvey's,5,5,Renata Fast,D,Adidas,Maddie Rooney,Harvey's,1782.8334,36.00910949707031,21.87647247314453,57.3,22.4,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Jincy Dunne,D,Adidas,Maddie Rooney,Harvey's,1868.5,34.95556640625,-25.730045318603516,59.9,25.5,wristshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Kaitlin Willoughby,F,Adidas,Maddie Rooney,Harvey's,1920.4,78.20851135253906,21.714073181152344,24.2,63.6,wristshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Renata Fast,D,Adidas,Maddie Rooney,Harvey's,1923.8334,54.06733703613281,30.515541076660156,46.4,41.1,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Jess Jones,F,Adidas,Maddie Rooney,Harvey's,1941.3,80.22027587890625,-0.66680908203125,8.8,4.3,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Kristin ONeill,F,Adidas,Maddie Rooney,Harvey's,2088.7334,84.24380493164062,-7.959461212158203,9.3,59.1,deflected,2
PWPHA,21,0,Adidas,Harvey's,5,5,Jocelyne Larocque,D,Adidas,Maddie Rooney,Harvey's,2094.8667,51.09596252441406,-16.34705924987793,41.3,23.3,slapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Laura Stacey,F,Adidas,Maddie Rooney,Harvey's,2139.0,87.80889892578125,8.136390686035156,8.2,81.7,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Jessie Eldridge,F,Harvey's,Ann-Renée Desbiens,Adidas,2297.9,33.39991760253906,9.466548919677734,56.4,9.7,slapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,2355.8333,66.18243408203125,-6.95184326171875,23.9,16.9,snapshot,2
PWPHA,21,0,Adidas,Harvey's,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,2389.8333,85.70580291748047,-5.621685028076172,6.5,59.6,backhand,2
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Potomak,F,Adidas,Maddie Rooney,Harvey's,2448.2334,69.1087646484375,11.198909759521484,22.8,29.4,snapshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,2584.1,86.2087631225586,-5.3981475830078125,6.1,62.7,snapshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Marie-Philip Poulin,F,Harvey's,Ann-Renée Desbiens,Adidas,2617.7666,65.17652893066406,-21.257734298706055,31.9,41.7,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Renata Fast,D,Adidas,Maddie Rooney,Harvey's,2637.0334,55.52935028076172,23.77243995666504,41.1,35.4,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Jincy Dunne,D,Adidas,Maddie Rooney,Harvey's,2673.2,51.00288009643555,-29.539321899414062,48.1,37.9,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Jill Saulnier,F,Adidas,Maddie Rooney,Harvey's,2753.4666,73.63345336914062,2.7676467895507812,15.6,10.2,snapshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,2835.8,77.656982421875,28.92058753967285,31.1,68.6,snapshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Meaghan Mikkelson,D,Adidas,Maddie Rooney,Harvey's,2853.4,78.6628646850586,15.341176986694336,18.5,56.0,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,2857.9666,86.20698547363281,6.288234710693359,6.9,66.1,snapshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Jess Jones,F,Adidas,Maddie Rooney,Harvey's,2899.6333,88.72168731689453,-22.379409790039062,22.4,89.3,snapshot,3
PWPHA,21,0,Adidas,Harvey's,4,4,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,2979.1,64.67536926269531,-32.94411849975586,41.0,53.6,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Kristin ONeill,F,Adidas,Maddie Rooney,Harvey's,3141.7,67.089111328125,-11.817646026611328,24.9,28.3,backhand,3
PWPHA,21,0,Adidas,Harvey's,5,5,Jocelyne Larocque,D,Adidas,Maddie Rooney,Harvey's,3151.6,37.91852188110352,-11.817646026611328,52.4,13.0,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Kristen Richards,D,Harvey's,Ann-Renée Desbiens,Adidas,3207.7666,60.14714050292969,19.871681213378903,35.0,34.6,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Jincy Dunne,D,Adidas,Maddie Rooney,Harvey's,3281.2666,70.10675811767578,24.39411735534668,30.9,52.2,wristshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Sarah Nurse,F,Adidas,Maddie Rooney,Harvey's,3289.1,85.19499206542969,-7.794116973876953,8.7,64.0,backhand,3
PWPHA,21,0,Adidas,Harvey's,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,3353.1333,66.18244934082031,17.85883331298828,29.0,38.0,wristshot,3
PWPHA,21,1,Adidas,Harvey's,5,5,Hayley Scamurra,F,Harvey's,Ann-Renée Desbiens,Adidas,3354.5667,86.30009460449219,8.805892944335938,9.2,73.0,snapshot,3
PWPHA,21,1,Adidas,Harvey's,6,6,Jamie Lee Rattray,F,Harvey's,Ann-Renée Desbiens,Adidas,3519.7334,30.9765625,27.414718627929688,64.2,25.3,snapshot,3
PWPHA,21,0,Adidas,Harvey's,5,5,Kayla Vespa,F,Adidas,Maddie Rooney,Harvey's,3589.7666,74.64108276367188,-17.85883331298828,22.9,51.2,snapshot,3
PWPHA,22,0,Sonnet,Scotiabank,5,5,Hilary Knight,F,Sonnet,Nicole Hensley,Scotiabank,43.533333,71.12049865722656,-6.79412841796875,19.1,20.8,wristshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Hilary Knight,F,Sonnet,Nicole Hensley,Scotiabank,71.46667,46.97932052612305,7.288223266601563,42.6,9.8,slapshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Rebecca Johnston,F,Scotiabank,Kristen Campbell,Sonnet,146.36667,80.26478576660156,7.298152923583984,11.4,39.9,snapshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Natasza Tarnowski,F,Sonnet,Nicole Hensley,Scotiabank,165.93333,74.64109802246094,15.837139129638672,21.4,47.8,snapshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Claire Thompson,D,Sonnet,Nicole Hensley,Scotiabank,167.83333,72.12638092041016,-14.338245391845703,22.1,40.4,snapshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Scotiabank,224.86667,59.55284881591797,9.802928924560549,31.0,18.4,wristshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Brianne Jenner,F,Sonnet,Nicole Hensley,Scotiabank,239.86667,45.97343826293945,10.305870056152344,44.2,13.5,slapshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Megan Keller,D,Scotiabank,Kristen Campbell,Sonnet,288.1,52.10008239746094,-32.93822479248047,49.5,41.8,snapshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Claire Thompson,D,Sonnet,Nicole Hensley,Scotiabank,315.63333,59.04991912841797,-25.404037475585938,39.3,40.3,wristshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Hannah Brandt,F,Sonnet,Nicole Hensley,Scotiabank,317.4,81.6822738647461,-4.727565765380859,8.7,32.9,snapshot,1
PWPHA,22,1,Sonnet,Scotiabank,5,5,Abby Roque,F,Sonnet,Nicole Hensley,Scotiabank,348.0,82.68815612792969,-2.212860107421875,6.7,19.3,wristshot,1
PWPHA,22,0,Sonnet,Scotiabank,5,5,Haley Skarupa,F,Sonnet,Nicole Hensley,Scotiabank,480.43332,54.5234489440918,-39.430511474609375,52.4,48.8,wristshot,1
